"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7"
"SP4014","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP4015","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON"
"SP4016","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4017","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP4018","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4019","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","skipped","skipped"
"SP4020","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS"
"SP4021","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","skipped","skipped"
"SP4022","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped"
"SP4023","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER"
"SP4024","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4025","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP4026","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4027","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP4028","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON"
"SP4029","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","skipped","skipped","skipped","skipped"
"SP4030","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP"
"SP4031","DALE WATSON","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4032","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER"
"SP4033","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON","AMANDA MILLER"
"SP4034","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON"
"SP4035","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4036","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4037","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4038","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4039","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG JENSEN","CRAIG CONOVER"
"SP4040","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4041","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS"
"SP4042","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP4043","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","DALE WATSON"
"SP4044","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP4045","CRAIG CONOVER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP4046","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER"
"SP4047","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP4048","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4049","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP"
"SP4050","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","skipped","skipped","skipped","skipped"
"SP4051","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER"
"SP4052","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","skipped","skipped","skipped","skipped"
"SP4053","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP4054","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","skipped","skipped","skipped"
"SP4055","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN"
"SP4056","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER"
"SP4057","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","skipped","skipped","skipped"
"SP4058","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP4059","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4060","MARCIA CONOVER-HARRIS","AMANDA MILLER","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON"
"SP4061","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped"
"SP4062","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4063","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4064","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","skipped","overvote"
"SP4065","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER"
"SP4066","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4067","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4068","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP"
"SP4069","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4070","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","skipped","skipped"
"SP4071","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4072","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","skipped","skipped","skipped","skipped"
"SP4073","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","AMANDA MILLER"
"SP4074","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS"
"SP4075","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","AMANDA MILLER","CRAIG CONOVER"
"SP4076","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4077","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4078","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP4079","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4080","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP4081","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4082","DALE WATSON","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP4083","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP4084","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","AMANDA MILLER"
"SP4085","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4086","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP4087","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","MICHAEL SNELSON","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4088","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","skipped","skipped","skipped","skipped"
"SP4089","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4090","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP4091","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP4092","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","skipped","skipped","skipped"
"SP4093","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4094","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4095","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","skipped","skipped","skipped","skipped"
"SP4096","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON"
"SP4097","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4098","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4099","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON"
"SP4100","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","XIMENA M. BISHOP","overvote"
"SP4101","XIMENA M. BISHOP","CRAIG JENSEN","skipped","skipped","skipped","skipped","skipped"
"SP4102","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","AMANDA MILLER","DALE WATSON","overvote","CRAIG JENSEN"
"SP4103","overvote","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4104","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON"
"SP4105","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4106","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4107","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","XIMENA M. BISHOP"
"SP4108","DALE WATSON","XIMENA M. BISHOP","XIMENA M. BISHOP","XIMENA M. BISHOP","AMANDA MILLER","AMANDA MILLER","AMANDA MILLER"
"SP4109","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP4110","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","AMANDA MILLER"
"SP4111","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS"
"SP4112","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP4113","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","MICHAEL SNELSON"
"SP4114","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP4115","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP4116","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP4117","CRAIG JENSEN","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4118","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4119","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped","skipped"
"SP4120","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","AMANDA MILLER"
"SP4121","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP4122","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","AMANDA MILLER"
"SP4123","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER"
"SP4124","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP4125","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP4126","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN"
"SP4127","CRAIG JENSEN","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON"
"SP4128","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped"
"SP4129","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","skipped","skipped","skipped"
"SP4130","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped"
"SP4131","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP4132","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4133","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped","skipped","skipped"
"SP4134","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP4135","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4136","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP4137","CRAIG JENSEN","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER"
"SP4138","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP4139","DALE WATSON","XIMENA M. BISHOP","XIMENA M. BISHOP","XIMENA M. BISHOP","AMANDA MILLER","AMANDA MILLER","AMANDA MILLER"
"SP4140","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4141","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped"
"SP4142","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4143","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP4144","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON"
"SP4145","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4146","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP4147","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","skipped","skipped"
"SP4148","CRAIG CONOVER","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped"
"SP4149","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","skipped","skipped"
"SP4150","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP4151","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4152","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","AMANDA MILLER"
"SP4153","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP4154","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","DALE WATSON"
"SP4155","MICHAEL SNELSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4156","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","skipped","skipped"
"SP4157","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped"
"SP4158","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4159","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP4160","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP"
"SP4161","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4162","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped","skipped"
"SP4163","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4164","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4165","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","AMANDA MILLER"
"SP4166","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","skipped","skipped","skipped"
"SP4167","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP4168","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","AMANDA MILLER","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP"
"SP4169","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP4170","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON"
"SP4171","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER"
"SP4172","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped"
"SP4173","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER"
"SP4174","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP4175","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped"
"SP4176","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4177","XIMENA M. BISHOP","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped"
"SP4178","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON","AMANDA MILLER"
"SP4179","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP4180","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER"
"SP4181","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP4182","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4183","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP4184","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP4185","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
