"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9"
"LE6706","LORI MCINTOSH LE","PAUL HANCOCK","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON"
"LE6707","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6708","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6709","CAMI PURTSCHERT","AARON BULLEN","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE6710","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON"
"LE6711","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6712","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","CHRIS CONDIE","MONTANE C HAMILTON","LORI MCINTOSH LE","MICHELLE MILES","ETHAN M. ERICKSON"
"LE6713","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE6714","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6715","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","skipped","skipped"
"LE6716","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE6717","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE6718","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6719","AARON BULLEN","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE6720","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6721","MICHELLE MILES","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6722","NICOLE KUNZE","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6723","AARON BULLEN","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6724","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE6725","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped"
"LE6726","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6727","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6728","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT","skipped"
"LE6729","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","CHRIS CONDIE","ETHAN M. ERICKSON","AARON BULLEN","CAMI PURTSCHERT"
"LE6730","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6731","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6732","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE6733","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6734","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6735","ETHAN M. ERICKSON","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE"
"LE6736","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE"
"LE6737","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped"
"LE6738","ETHAN M. ERICKSON","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","CHRIS CONDIE"
"LE6739","AARON BULLEN","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE6740","MONTANE C HAMILTON","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","AARON BULLEN","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE6741","AARON BULLEN","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6742","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6743","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6744","PAUL HANCOCK","CHRIS CONDIE","MONTANE C HAMILTON","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE6745","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6746","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6747","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6748","ETHAN M. ERICKSON","AARON BULLEN","MICHELLE MILES","NICOLE KUNZE","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT"
"LE6749","CAMI PURTSCHERT","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6750","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","PAUL HANCOCK","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE6751","MICHELLE MILES","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6752","CHRIS CONDIE","PAUL HANCOCK","AARON BULLEN","ETHAN M. ERICKSON","MONTANE C HAMILTON","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE"
"LE6753","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6754","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE6755","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6756","PAUL HANCOCK","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","overvote","MICHELLE MILES","ETHAN M. ERICKSON"
"LE6757","CHRIS CONDIE","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6758","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6759","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","CHRIS CONDIE","CAMI PURTSCHERT","PAUL HANCOCK","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN"
"LE6760","MONTANE C HAMILTON","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","ETHAN M. ERICKSON","CAMI PURTSCHERT","PAUL HANCOCK","CHRIS CONDIE"
"LE6761","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","skipped","skipped","skipped"
"LE6762","LORI MCINTOSH LE","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","ETHAN M. ERICKSON","CAMI PURTSCHERT","PAUL HANCOCK","CHRIS CONDIE"
"LE6763","CAMI PURTSCHERT","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","ETHAN M. ERICKSON","MONTANE C HAMILTON"
"LE6764","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE6765","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE6766","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6767","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON","AARON BULLEN"
"LE6768","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE6769","MONTANE C HAMILTON","CAMI PURTSCHERT","AARON BULLEN","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE6770","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","MICHELLE MILES","ETHAN M. ERICKSON"
"LE6771","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","LORI MCINTOSH LE"
"LE6772","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6773","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE6774","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE6775","CHRIS CONDIE","PAUL HANCOCK","ETHAN M. ERICKSON","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE"
"LE6776","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","LORI MCINTOSH LE"
"LE6777","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6778","AARON BULLEN","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6779","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6780","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","MONTANE C HAMILTON","overvote"
"LE6781","CHRIS CONDIE","MONTANE C HAMILTON","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6782","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6783","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE6784","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6785","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6786","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6787","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped"
"LE6788","CHRIS CONDIE","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6789","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6790","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","CAMI PURTSCHERT","PAUL HANCOCK","MONTANE C HAMILTON","skipped","LORI MCINTOSH LE"
"LE6791","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6792","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE6793","AARON BULLEN","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE6794","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6795","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6796","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6797","CAMI PURTSCHERT","AARON BULLEN","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6798","MONTANE C HAMILTON","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE6799","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE6800","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6801","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON"
"LE6802","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON"
"LE6803","CAMI PURTSCHERT","LORI MCINTOSH LE","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE6804","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON","AARON BULLEN","LORI MCINTOSH LE","CAMI PURTSCHERT","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE"
"LE6805","PAUL HANCOCK","CAMI PURTSCHERT","LORI MCINTOSH LE","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON","ETHAN M. ERICKSON","NICOLE KUNZE","MICHELLE MILES"
"LE6806","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","ETHAN M. ERICKSON","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN"
"LE6807","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE6808","LORI MCINTOSH LE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","CHRIS CONDIE","NICOLE KUNZE"
"LE6809","overvote","skipped","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT","CHRIS CONDIE"
"LE6810","overvote","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON","AARON BULLEN","CAMI PURTSCHERT"
"LE6811","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6812","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT","AARON BULLEN","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE6813","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE"
"LE6814","LORI MCINTOSH LE","CAMI PURTSCHERT","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","ETHAN M. ERICKSON"
"LE6815","PAUL HANCOCK","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT"
"LE6816","MICHELLE MILES","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON"
"LE6817","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","NICOLE KUNZE","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE6818","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON","CAMI PURTSCHERT","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN"
"LE6819","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6820","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6821","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped"
"LE6822","MICHELLE MILES","LORI MCINTOSH LE","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT"
"LE6823","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped"
"LE6824","CHRIS CONDIE","CAMI PURTSCHERT","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE6825","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","skipped","skipped","skipped","skipped"
"LE6826","MICHELLE MILES","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE6827","CHRIS CONDIE","CAMI PURTSCHERT","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6828","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","MICHELLE MILES","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE6829","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE6830","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6831","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","PAUL HANCOCK","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE"
"LE6832","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6833","ETHAN M. ERICKSON","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN"
"LE6834","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON"
"LE6835","LORI MCINTOSH LE","MICHELLE MILES","CHRIS CONDIE","CAMI PURTSCHERT","MONTANE C HAMILTON","AARON BULLEN","PAUL HANCOCK","ETHAN M. ERICKSON","skipped"
"LE6836","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6837","LORI MCINTOSH LE","PAUL HANCOCK","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6838","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","skipped","skipped","skipped","skipped"
"LE6839","MONTANE C HAMILTON","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT"
"LE6840","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES"
"LE6841","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6842","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6843","PAUL HANCOCK","NICOLE KUNZE","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6844","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6845","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6846","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE6847","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE6848","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","AARON BULLEN","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE6849","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","ETHAN M. ERICKSON","skipped","skipped","skipped","skipped"
"LE6850","MONTANE C HAMILTON","NICOLE KUNZE","PAUL HANCOCK","AARON BULLEN","MICHELLE MILES","LORI MCINTOSH LE","CHRIS CONDIE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE6851","LORI MCINTOSH LE","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON","NICOLE KUNZE","CAMI PURTSCHERT"
"LE6852","MICHELLE MILES","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE","CAMI PURTSCHERT","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON"
"LE6853","AARON BULLEN","CAMI PURTSCHERT","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6854","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN"
"LE6855","CAMI PURTSCHERT","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE6856","CAMI PURTSCHERT","CHRIS CONDIE","LORI MCINTOSH LE","ETHAN M. ERICKSON","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","PAUL HANCOCK","AARON BULLEN"
"LE6857","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","skipped","CHRIS CONDIE","PAUL HANCOCK"
"LE6858","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CHRIS CONDIE","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","ETHAN M. ERICKSON"
"LE6859","NICOLE KUNZE","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE6860","AARON BULLEN","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE"
